Year,Week_Number,mean_return,volatility
2007,04,0.2882,0.24582961579110033
2007,05,-0.16740000000000005,0.5533392268762446
2007,06,0.2372,0.5758443366049544
2007,07,0.14925,0.9088892030018474
2007,08,-1.3826,2.256954651737602
2007,09,0.8368,1.7029312082406618
2007,10,-0.2892,0.9907874141308014
2007,11,0.9789999999999999,1.3071971924694452
2007,12,-0.055799999999999995,0.7265708499520195
2007,13,0.33299999999999996,0.7962633567691868
2007,14,0.33540000000000003,0.5579142407216363
2007,15,0.25040000000000007,0.6204355728034943
2007,16,-0.1982,0.6744532600558766
2007,17,0.48739999999999994,0.5740682015231291
2007,18,-0.20440000000000005,1.4380788573649221
2007,19,0.23019999999999996,0.5166659462360568
2007,20,-0.12360000000000002,0.7496627908599972
2007,21,0.276,0.4825771095552157
2007,22,-0.4584,1.2835619579903417
2007,23,0.4554,0.9867004611329621
2007,24,-0.28759999999999997,0.8931737233035911
2007,25,0.26139999999999997,0.5385190804419097
2007,26,0.41025,0.6851692613264745
2007,27,0.3358,1.3137723166515574
2007,28,-0.23440000000000003,0.6504815908232915
2007,29,-1.5454,1.7536203408948017
2007,30,0.2048,1.2606957206241323
2007,31,-0.40360000000000007,2.1452699830091317
2007,32,-0.2800000000000001,1.9555496669734571
2007,33,0.8522000000000001,1.338515857209021
2007,34,0.20839999999999992,2.311607406113763
2007,35,-0.07125000000000009,1.627737361083374
2007,36,0.05360000000000005,1.8045604173870158
2007,37,0.5915999999999999,2.432163399116104
2007,38,0.24440000000000003,0.6288030693309313
2007,39,0.5042,1.006336772656152
2007,40,0.2378,0.952420705360819
2007,41,-0.6046,1.5493009068608976
2007,42,0.7128,1.0158485123284868
2007,43,0.024999999999999977,1.5703157325837374
2007,44,-0.9860000000000001,2.111625085094416
2007,45,-0.2202,2.45596980844635
2007,46,-0.14975000000000005,3.239265490302804
2007,47,0.504,2.2976277984042586
2007,48,0.2768,1.1137415319543398
2007,49,-0.6963999999999999,2.3604731093575286
2007,50,0.01419999999999999,1.2511541471777168
2007,51,0.17975000000000002,0.37725179478256515
2007,52,-1.271,0.0
2008,00,-0.8583333333333333,1.5001867661505794
2008,01,-0.74,1.0109933234200905
2008,02,-0.8725999999999999,1.568439766137036
2008,03,0.11249999999999999,1.5352136659110351
2008,04,0.6849999999999999,0.9240313847483753
2008,05,-1.167,1.4831330014533424
2008,06,0.33499999999999996,1.3005735273332302
2008,07,0.49774999999999997,0.7113992667037734
2008,08,-0.03280000000000003,1.7975401803575908
2008,09,-0.2834,0.5979709859182133
2008,10,-0.16020000000000004,2.025597738940286
2008,11,-0.5569999999999999,3.8551270623244918
2008,12,0.5456000000000001,1.2043406079676962
2008,13,1.1022,1.3952263973993613
2008,14,-0.6288,1.2058246970434798
2008,15,0.982,1.3916003377406891
2008,16,-0.023599999999999975,0.7621602849794786
2008,17,0.1584,0.7382518540444041
2008,18,-0.15779999999999997,1.2698238854266366
2008,19,0.4974,1.2542144154808617
2008,20,-0.5526,1.1894777425408178
2008,21,-0.1305,0.43160591593103387
2008,22,-0.5292,1.7333867716121523
2008,23,-0.4129999999999999,1.1613606244401435
2008,24,-0.35760000000000003,1.0201364124468846
2008,25,-1.0016,1.5980115143515081
2008,26,0.47025000000000006,2.9370209822199094
2008,27,-0.5652,1.2690572091123393
2008,28,0.4411999999999999,1.2313712681397109
2008,29,-0.1344,1.2073130497099747
2008,30,-0.14959999999999998,1.7318921155776419
2008,31,0.08399999999999999,1.831198651157214
2008,32,-0.7776,0.7329916779882293
2008,33,0.002800000000000036,0.8434925607259378
2008,34,0.1718,1.0275238196752423
2008,35,-1.921,1.5338941727946336
2008,36,0.7407999999999999,2.2194429931854525
2008,37,0.24299999999999997,4.791590758819037
2008,38,-0.8102,1.7367127569059888
2008,39,-1.7974,6.750693764347484
2008,40,-4.1888000000000005,1.7943445042688986
2008,41,0.8122,9.64895430603752
2008,42,-2.6224,5.702358836481618
2008,43,3.2326,8.62510265446157
2008,44,-0.15900000000000017,7.111214066529006
2008,45,-2.1002,5.355844910002529
2008,46,-1.1952,4.49406538670723
2008,47,3.2952500000000002,3.667729213468919
2008,48,-1.1778,6.086734814331901
2008,49,1.0406,2.142239902531927
2008,50,-0.42440000000000005,3.5970226994001577
2008,51,0.08374999999999999,1.199573361658219
2008,52,1.532,2.3290229711190054
2009,00,0.408,0.0
2009,01,0.26020000000000004,2.9026241058738558
2009,02,-1.8306,2.279400864262361
2009,03,-1.9284999999999999,5.5967877394090975
2009,04,1.2874,2.9311556253464266
2009,05,1.2752000000000001,3.341822810982055
2009,06,-1.1148,2.6842902600128773
2009,07,-1.61625,2.0886514588764364
2009,08,-0.7809999999999999,2.117772060444655
2009,09,-1.4815999999999998,3.913522556470066
2009,10,1.4278,3.2950721843383035
2009,11,0.7017999999999999,1.2755401600890501
2009,12,0.2854,4.3023059282203535
2009,13,1.8694,2.869404084474684
2009,14,-0.5985,2.439123408112021
2009,15,0.5952,1.391226868630706
2009,16,0.03539999999999992,3.609440510660897
2009,17,1.0934,1.8682211592849494
2009,18,1.6969999999999998,2.6334812511198935
2009,19,-0.9513999999999999,2.734315508495682
2009,20,1.0848,2.0560587783426816
2009,21,1.10975,1.2101056083389305
2009,22,-0.33980000000000005,2.5926435736521904
2009,23,0.575,0.8643595895227865
2009,24,-0.33260000000000006,1.983235941586376
2009,25,-0.4018,1.9517769339758066
2009,26,-0.18049999999999994,1.7035724228808118
2009,27,-0.6748,1.6644028058135447
2009,28,1.4242000000000001,2.06709934449218
2009,29,1.0939999999999999,1.167840742567239
2009,30,0.14659999999999995,1.2693048491201786
2009,31,0.7148000000000001,1.8257086843195989
2009,32,-0.07339999999999999,1.3788041195180702
2009,33,0.5017999999999999,2.196193115370322
2009,34,0.027600000000000024,0.5537285436023685
2009,35,0.008800000000000007,1.4741186180223083
2009,36,0.963,1.0318678856003483
2009,37,0.255,0.7736598089599848
2009,38,-0.7819999999999999,1.3938154468938848
2009,39,-0.4282,1.2335642261349833
2009,40,0.5954,0.8014145618841725
2009,41,0.8328000000000001,1.1330422322226124
2009,42,-0.031400000000000004,1.2245510605932282
2009,43,-0.7086000000000001,2.440336308790245
2009,44,0.8516,0.548870476524289
2009,45,0.659,1.6898362346689102
2009,46,-0.25360000000000005,1.6956759124313818
2009,47,0.298,1.7081851968292745
2009,48,-0.02120000000000004,1.9322960953228674
2009,49,-0.5178,1.0535835040470214
2009,50,-0.18860000000000002,1.5507150931102724
2009,51,0.5575,0.6367566254072273
2009,52,-0.014250000000000013,0.5532777331503591
2010,01,0.5644,0.8577565505433346
2010,02,0.03860000000000001,0.8240466006240181
2010,03,-1.5322500000000001,2.0749994979919073
2010,04,-0.3067999999999999,1.86298717118503
2010,05,-0.6723999999999999,2.4573992960038056
2010,06,0.3449999999999999,1.7197560873565765
2010,07,0.64375,1.2992506494129605
2010,08,-0.3064,1.033689653619499
2010,09,0.893,1.336587258655416
2010,10,0.1276,0.8619624701806917
2010,11,-0.14420000000000002,1.1772016394823785
2010,12,0.002800000000000036,0.8468926732473246
2010,13,0.9435,0.7402533350144396
2010,14,0.19580000000000003,0.929484104221261
2010,15,0.017600000000000015,1.1867802239673528
2010,16,-0.042200000000000015,1.173718748252749
2010,17,-0.9456000000000001,2.1219815739068046
2010,18,-2.1234,1.8184272875207301
2010,19,0.18119999999999994,3.257276423639848
2010,20,-0.6196,2.630736550854152
2010,21,0.38680000000000003,3.391540166355103
2010,22,-0.54225,2.6754299810186275
2010,23,0.6278,1.917246515187862
2010,24,0.6548,1.1389708951505302
2010,25,-0.47539999999999993,1.1152184987705323
2010,26,-0.6732,2.6840005029805787
2010,27,1.44125,1.4985068957688072
2010,28,0.19399999999999995,1.9210936989121588
2010,29,0.937,1.482344764216476
2010,30,0.146,0.7772538195467424
2010,31,0.8026,1.5751096152331747
2010,32,-0.7827999999999999,2.022204292350305
2010,33,-0.38760000000000006,1.1537611537922396
2010,34,0.12600000000000006,1.2916057835113621
2010,35,0.767,1.8554936000967506
2010,36,0.16424999999999998,1.26880399720892
2010,37,0.36579999999999996,0.7973291039464193
2010,38,0.5854,1.5508521206098278
2010,39,0.027799999999999957,0.9640838656465526
2010,40,0.40980000000000005,1.0283529063507333
2010,41,0.2132,0.6867744899164498
2010,42,-0.23840000000000008,1.3836785392568607
2010,43,0.1322,0.8280514476770148
2010,44,0.9391999999999999,1.2864754952971318
2010,45,-0.4391999999999999,0.5974417963283118
2010,46,-0.2264000000000001,1.9307600316973623
2010,47,-0.9725,1.8009585410737992
2010,48,0.5974,1.8329283401158922
2010,49,0.3604,0.22621295276796155
2010,50,-0.18100000000000002,0.9456024534655143
2010,51,0.2805,0.28993390051297324
2010,52,0.1406,0.7174442835509947
2011,01,-0.14820000000000003,0.7081996187516624
2011,02,0.6224,0.9258481516965943
2011,03,-0.31675000000000003,1.4857187654465431
2011,04,-0.2772,1.5229734731767326
2011,05,0.9019999999999999,1.101867278759107
2011,06,0.178,0.617536233754749
2011,07,0.3056,0.37030770988463096
2011,08,-0.40825,1.8392647761175298
2011,09,0.11839999999999995,1.4803308076237556
2011,10,-0.7016,1.3014001306285472
2011,11,-0.2375999999999999,2.437520112737534
2011,12,0.40140000000000003,0.9573908815107861
2011,13,0.3926,0.7881051960239825
2011,14,0.4272,0.535903162894193
2011,15,-0.19119999999999998,0.9537209759672899
2011,16,0.49875,1.782863123368327
2011,17,0.4154,0.7084950952547237
2011,18,-0.9336,1.1067487519758041
2011,19,-0.1496,1.0747484822040922
2011,20,0.15540000000000004,0.5415757564736443
2011,21,0.25060000000000004,1.610597497824953
2011,22,-0.30250000000000005,1.6806678236145693
2011,23,-0.5331999999999999,1.6137915602704085
2011,24,-0.26119999999999993,1.6455426764444612
2011,25,-0.2536,1.3051640893006518
2011,26,1.1746,0.33632766761002586
2011,27,-0.06875,0.43181120488781516
2011,28,-0.4866,1.487845186839007
2011,29,0.66,1.192331749136959
2011,30,-0.3726,1.2362996400549504
2011,31,-1.7692,3.213686310142917
2011,32,0.18659999999999996,6.805536885507271
2011,33,-0.9694,2.5397047663065093
2011,34,0.4981999999999999,2.3452211409587793
2011,35,0.3026,1.776874446887005
2011,36,-0.86275,2.5272312089188307
2011,37,0.7438,0.9326374965655199
2011,38,-1.6686,2.401672188288818
2011,39,0.10859999999999995,2.607854635519396
2011,40,0.9596,2.016580967876073
2011,41,1.1834,1.569707552380379
2011,42,0.18339999999999995,1.8154183539889643
2011,43,0.966,2.096304605728853
2011,44,-0.5664,2.660458287588813
2011,45,-0.015599999999999881,3.271123629580514
2011,46,-0.993,0.9486466676270991
2011,47,-1.54725,1.3845772820612074
2011,48,1.6977999999999998,2.3337790598083616
2011,49,0.2446,1.7553519020412973
2011,50,-0.8710000000000001,1.1335371630431885
2011,51,0.7852,1.4925996449148713
2011,52,0.006999999999999992,1.3915387166730215
2012,01,0.1685000000000001,1.947483590003606
2012,02,-0.19380000000000003,0.986550150777952
2012,03,0.829,0.4684129232489927
2012,04,0.18139999999999998,0.618169313376198
2012,05,0.7956000000000001,1.5666040661251968
2012,06,-0.286,0.7113406357013495
2012,07,0.4176,0.8275828055246194
2012,08,0.13050000000000003,0.8447928740229761
2012,09,-0.09720000000000002,1.101625934698344
2012,10,-0.33,1.8349717981484075
2012,11,0.48660000000000003,1.0906714904131307
2012,12,-0.3162,0.7772697086597419
2012,13,-0.12160000000000001,1.13438366525616
2012,14,-0.5102500000000001,1.9403756294422307
2012,15,-0.20780000000000004,2.0927032039923867
2012,16,0.7776,0.6809385434824496
2012,17,0.2778,0.9365330746962438
2012,18,-0.5814,0.9234280156027322
2012,19,-0.4306,1.102328580777982
2012,20,-1.3716,0.5140382281503973
2012,21,0.18360000000000004,1.1646711123746478
2012,22,-0.806,1.7301574109504216
2012,23,0.9438000000000001,1.259167463048502
2012,24,0.46699999999999997,1.5009728511868563
